Sample_ID,Type,Pseudomonas aeruginosa,Haemophilus influenzae,Streptococcus mitis,Rothia mucilaginosa,Streptococcus parasanguinis,Streptococcus pneumoniae,Klebsiella pneumoniae,Moraxella catarrhalis,Gemella sanguinis,Streptococcus salivarius,Haemophilus parainfluenzae,Streptococcus oralis,Prevotella melaninogenica,Gemella haemolysans,Streptococcus pseudopneumoniae,Serratia marcescens,Neisseria subflava,Streptococcus infantis,Acinetobacter baumannii,Mycobacterium tuberculosis,Leptotrichia wadei,Veillonella atypica,Staphylococcus aureus,Schaalia odontolytica,Streptococcus sanguinis,Veillonella dispar,Veillonella parvula,Sphingomonas melonis,Escherichia coli,Enterococcus faecalis,Sphingomonas sp. FARSPH,Cutibacterium acnes,Aspergillus fumigatus,Malassezia restricta,Plasmodium ovale,Pseudomonas sp. PGPPP1,Pyrrhoderma noxium,Aspergillus terreus,Lentinus tigrinus,Other,Aminoglycoside,MLS,Nucleoside antibiotic,Nitroimidazole antibiotic,Aminocoumarin antibiotic,Beta-lactam,Antibacterial free fatty acids,Streptogramin antibiotic,Triclosan,Fosfomycin,Fluoroquinolone,Fusidic acid,Sulfonamide antibiotic,Diaminopyrimidine,Rifamycin,Tetracycline,Peptide antibiotic,Glycopeptide,Bicyclomycin,Pleuromutilin,Acridine dye,Phenicol,Multidrug,Mupirocin
TT0010,Sample,2,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,12,1,0,0,1,0,0,0,0,0,0,156,0,14,0,0,0,0,0,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TT0011,Sample,103,94,168,4820,407,209,13,0,331,303,1383,120,112,24,75,0,646,542,18,906,45,36,8,80,137,29,31,0,12,9,0,7,0,0,0,0,0,0,0,453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TT0012,Sample,2292,7,277,73,122,128,89,0,12,27,2,30,2,50,42,0,0,5,121,20,1,19,10,4,3,11,5,0,9,23,0,21,0,0,0,0,0,0,0,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TT0014,Sample,16,2,12,13,3,16,4,4,5,0,0,6,0,8,2,0,0,0,3,0,0,0,2,1,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TT0015,Sample,16,15,9,33,13,13,3,0,16,0,23,4,0,1,0,0,5,15,9,12,6,0,0,5,0,6,5,0,0,0,0,9,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TT0016,Sample,4,1054,147,61,84,61,0,1,24,23,6,24,6,47,19,0,0,18,12,12,37,8,6,13,5,9,4,0,9,22,0,11,0,0,0,0,0,0,0,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TT0017,Sample,17,7,0,12,0,4,2,0,0,7,0,0,0,0,0,0,1,0,6,6,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TT0018,Sample,1937,68,551,3569,1084,415,85,0,766,252,923,238,310,151,355,0,341,899,142,882,161,45,12,425,42,52,8,0,11,8,0,2,0,0,0,0,0,0,0,853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TT0019,Sample,1,15,873,3161,1878,480,13,1,467,794,29,342,68,217,114,0,5,86,21,296,114,121,12,76,208,65,120,0,12,5,0,4,0,0,0,0,0,0,0,2731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TT0021,Sample,8,35,913,514,101,399,27,0,74,155,31,73,3,940,101,0,31,63,9,92,11,7,12,6,24,10,7,0,593,9,0,8,0,0,0,0,0,0,0,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TT0025,Sample,7,2718,117,2356,298,168,3,0,327,425,471,97,377,5,34,3,299,81,13,446,4,257,4,1134,116,47,115,0,9,35,0,6,0,1,0,0,0,0,0,1050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TT0029,Sample,5,4,0,1,1,2,2,0,1,0,1,1,0,0,1,0,2,0,15,9,0,0,4,0,0,0,3,0,5,5,0,13,0,0,0,0,0,0,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TT0030,Sample,4139,50,1421,738,2681,893,136,0,803,923,91,195,213,1907,323,1,34,329,218,101,603,564,16,129,21,215,96,0,23,9,0,1,0,1,0,0,0,0,0,537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TT0031,Sample,16,0,18,26,6,14,0,1,10,5,1,24,10,4,1,0,1,19,15,16,1,0,1,3,2,0,0,0,3,9,0,9,0,0,0,0,0,0,0,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TT0033,Sample,4,46,2683,770,1093,1594,72,1,149,1326,418,660,152,742,435,4,25,227,12,110,551,946,93,478,111,120,98,0,10,11,0,0,0,0,0,0,0,0,0,1505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TT0034,Sample,1216,73,678,644,568,385,71,0,335,377,400,333,375,390,188,2,361,421,81,78,827,354,6,150,19,75,35,0,13,7,0,6,0,0,0,0,0,0,0,716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TT0038,Sample,2783,111,1373,1194,621,1064,147,0,241,766,244,754,15,397,602,2,34,81,231,261,21,37,30,71,684,62,54,0,11,27,0,7,0,0,0,0,0,0,0,333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TT0040,Sample,0,11,1,14,9,1,6,0,4,0,3,0,0,0,0,0,3,0,5,0,0,0,4,0,0,0,2,0,3,12,0,6,0,0,0,0,0,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TT0042,Sample,76,22,19,5,12,15,3,2,104,4,192,0,0,9,0,0,23,0,8,10,0,13,1,0,1,21,16,0,8,30,0,0,0,0,0,0,0,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TT0043,Sample,617,23,23,302,162,60,50,5,65,69,76,14,16,2,10,0,45,14,66,57,45,23,5,30,14,6,8,0,1,8,0,3,0,0,0,0,0,0,0,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TT0045,Sample,5440,8,71,136,100,50,193,2,56,19,70,29,136,19,17,1,117,54,369,27,4,12,5,32,3,7,13,0,7,13,0,10,0,0,0,0,0,0,0,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TT0048,Sample,102,9,356,124,104,170,10,0,63,114,29,12,178,20,62,0,67,16,32,39,22,53,0,13,6,45,27,0,3,8,0,3,0,0,0,0,0,0,0,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TT0049,Sample,17,1341,104,50,93,43,23,6,9,1,8,40,0,8,7,0,0,5,8,12,3,9,6,10,1,5,0,0,6,1,0,1,0,0,0,0,0,0,0,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TT0051,Sample,0,0,10,4,0,4,0,0,1,4,6,4,6,5,5,0,4,0,1,4,0,6,11,0,0,0,6,0,0,10,0,10,0,0,0,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TT0053,Sample,117,16,7,9,3,11,5,0,3,2,1,2,8,1,1,1,1,1,14,4,3,0,2,0,8,0,0,0,7,3,0,3,0,0,0,0,0,0,0,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TT0059,Sample,12,78,621,121,80,277,32,77,32,117,29,72,48,220,121,0,8,38,16,50,50,57,8,71,20,8,15,0,1303,8,0,5,0,0,0,0,0,0,0,388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TT0060,Sample,11828,21,205,223,61,129,498,0,249,52,138,41,29,86,45,10,82,104,714,54,0,6,10,38,7,6,2,0,25,5,0,2,0,0,0,0,0,0,0,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TT0061,Sample,0,187,246,1897,1306,263,1,3,212,1500,16,136,282,27,70,0,3,239,1,250,1381,488,7,821,38,200,138,0,13,7,0,2,0,1,0,0,0,0,0,3247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TT0062,Sample,6,3,1314,164,910,563,52,0,25,190,24,157,181,19,188,0,1,118,8,32,334,203,670,161,18,118,146,0,16,18,0,4,0,1,0,0,0,0,0,648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TT0063,Sample,5,567,491,882,939,360,2,1,1358,217,453,432,664,100,147,1,202,717,5,114,98,353,110,344,88,440,127,0,10,13,0,2,0,0,0,0,0,0,0,1826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TT0065,Sample,5441,6,102,243,35,65,233,2,350,30,128,22,12,76,15,3,90,14,343,27,6,6,8,12,10,17,11,0,18,7,0,4,0,0,0,0,0,0,0,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TT0067,Sample,3,9,306,126,66,118,0,0,37,29,10,62,9,156,74,0,63,64,7,27,0,0,3,12,6,1,1,0,15,6,0,1,0,0,0,0,0,0,0,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TT0069,Sample,6,6,156,2004,1386,402,30,0,126,3770,0,116,9,19,78,0,0,11,25,160,101,197,47,65,312,161,80,0,25,6,0,2,0,2,0,0,0,0,0,1317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1106,Sample,11,2,1048,109,995,881,0,1,131,337,9,974,1344,230,211,2,3,229,6,22,67,1093,21,44,45,227,248,0,21,15,0,3,0,1,0,0,0,0,0,1072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1108,Sample,0,37,344,487,383,317,25,0,562,119,247,210,421,111,42,1,79,8,4,94,1512,945,25,53,221,165,183,0,12,27,0,7,0,4,0,0,0,0,0,1606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1111,Sample,808,84,1184,789,185,707,50,0,358,52,470,344,44,383,230,0,187,201,77,156,6,7,27,55,281,33,62,0,8,13,0,6,0,0,0,0,0,0,0,398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1115,Sample,0,319,377,32,75,154,0,0,38,44,12,34,165,61,29,30,0,2,6,22,64,21,10,18,1,76,13,0,11,2,0,1,0,0,0,0,0,0,0,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1116,Sample,1,7,2,23,9,3,0,0,46,1,4,2,4,3,2,2,0,5,6,7,0,10,5,17,0,7,0,0,9,7,0,6,0,0,0,0,0,0,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1118,Sample,1,14,478,92,187,322,6,1687,88,232,33,348,172,77,85,0,27,139,32,23,144,91,36,101,26,60,36,0,16,2,0,9,0,0,0,0,0,0,0,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1120,Sample,9,9,325,811,544,340,3,7,556,570,123,331,1162,77,270,0,28,173,6,172,956,726,7,217,20,145,60,0,12,19,0,13,0,0,0,0,0,0,0,1381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1122,Sample,0,6324,189,131,119,318,4,2,107,4,51,58,81,8,347,1,16,31,11,34,3,41,1,43,12,49,26,0,18,7,0,8,0,0,0,0,0,0,0,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1123,Sample,2,52,309,1644,588,190,7,0,97,27,299,117,3778,17,60,3,9,128,4,182,39,787,5,1,93,326,331,0,13,6,0,5,0,0,0,0,0,0,0,665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1131,Sample,4132,6,391,88,72,123,213,2,0,20,2,17,5,5,23,2,4,5,346,25,0,0,8,7,2,2,15,0,6,6,0,4,0,0,0,0,0,0,0,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1134,Sample,0,3244,662,117,712,407,2,0,21,163,32,662,31,704,61,189,0,21,5,39,5,120,25,18,55,54,43,0,34,9,0,14,0,0,0,0,0,0,0,258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1141,Sample,8,46,403,698,199,278,14,2,189,612,736,564,57,140,41,1,5,21,14,184,65,407,22,6,814,138,839,0,9,8,0,6,0,15,0,0,0,0,0,2667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1146,Sample,0,4,8,0,7,10,5,0,1,0,0,0,0,0,0,3,0,0,5,4,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1149,Sample,4,23,101,11,34,30,58,1,3,0,59,18,163,73,10,5378,3,33,369,11,80,57,5,63,68,16,27,0,103,9,0,3,0,1,0,0,0,0,0,629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1160,Sample,6,4882,72,22,24,76,0,3,17,4,4,12,17,4,40,0,5,4,5,10,2,2,1,0,0,0,5,0,14,4,0,4,0,0,0,0,0,0,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1170,Sample,2,31,0,57,3,0,0,0,0,2,0,1,0,1,0,38,0,0,11,32,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1188,Sample,0,46,68,206,101,62,2,0,128,21,408,60,753,21,26,0,2145,66,7,67,109,100,0,42,15,73,28,0,7,2,0,5,0,0,0,0,0,0,0,935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1189,Sample,1,24,153,1543,1339,253,2,0,0,28,212,265,205,0,161,0,128,965,21,356,982,433,11,22,26,250,231,0,18,14,0,2,0,1,0,0,0,0,0,1172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1194,Sample,1,13,3528,323,287,2452,6,0,388,71,79,243,111,437,829,0,36,110,8,116,426,100,29,98,56,75,19,0,9,9,0,15,0,0,0,0,0,0,0,471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1200,Sample,14,11,111,1248,357,113,5,0,162,74,0,12,3,0,26,15,0,13,15,200,0,155,29,4,0,66,23,0,7,14,0,4,0,0,0,0,0,0,0,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1203,Sample,7,0,12,2,7,8,0,0,0,33,0,0,0,0,9,2,3,3,6,9,0,36,2,0,0,3,37,0,3,1,0,7,0,0,0,0,0,0,0,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1204,Sample,9,10,247,966,300,176,4,0,382,102,43,192,2161,3,60,1,11,98,5,148,765,300,6,410,14,472,345,0,6,8,0,8,0,0,0,0,0,0,0,2588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1205,Sample,2,10,158,226,421,136,0,4,241,56,98,96,539,45,29,0,2,111,14,58,46,241,7,26,10,168,123,0,15,8,0,3,0,0,0,0,0,0,0,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1210,Sample,3,216,565,1123,358,386,2,0,178,162,2614,478,424,81,75,0,438,92,7,239,575,169,5,216,636,200,47,0,11,16,0,3,0,0,0,0,0,0,0,1176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1212,Sample,2488,5,1,2,14,6,153,0,2,0,7,3,10,0,2,13,0,2,224,3,1,1,5,1,0,4,0,0,14,6,0,1,0,0,0,0,0,0,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1214,Sample,0,83,4995,706,1002,3284,8,2,2044,48,238,780,163,379,968,1,20,517,13,202,251,280,30,190,141,73,39,0,6,4,0,2,0,2,0,0,0,0,0,692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1223,Sample,9,1708,250,31,26,86,2,5,24,3,10,11,12,39,48,0,4,12,5,8,2,10,2,9,0,10,3,0,4,10,0,0,0,0,0,0,0,0,0,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1263,Sample,2,352,207,3,29,107,0,2,97,2,51,42,31,277,57,1,48,4,9,6,22,1,16,5,9,11,11,0,2,6,0,3,0,3,0,0,0,0,0,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1272,Sample,2,10,365,31,175,251,3,0,39,28,7,101,106,41,90,0,9,66,14,22,95,257,26,123,1,105,32,0,8,3,0,1,0,0,0,0,0,0,0,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1301,Sample,3,183,6,17,6,14,6,1,8,25,6,3,3,4,0,4,0,0,8,9,0,15,3,0,0,5,2,0,3,5,0,1,0,0,0,0,0,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1320,Sample,8,4,429,203,634,307,22,2,12,222,28,185,101,10,78,88,3,120,20,59,1,468,2031,86,83,319,199,0,23,14,0,5,0,0,0,0,0,0,0,991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTS1330,Sample,3,2156,10,46,6,11,2,6,0,12,15,6,1,0,0,0,12,1,2,6,3,5,0,1,0,3,4,0,24,2,0,8,0,0,0,0,0,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABX-HMSP1410-M-22,Blank-seq,0,0,1,1,0,4,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,4,0,0,1,0,0,1,3,0,9,1,1,1,0,3,0,1,1514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABX-HMSP1561-I-BR-M-01,Blank-seq,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4,751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABX-HMSP1563-I-BR-M-01,Blank-seq,6,0,0,0,0,1,4,0,0,0,1,1,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,2,2,1,14,0,9,2,0,0,0,1,6514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
